title,title_matched,authors,authors_matched,date,date_matched,isbn,isbn_matched,pages,pages_matched,description,description_matched,publisher,publisher_matched,keywords,keywords_matched,binding,barcode,value,status,image,percent,source
Crime and Social Action,Crime and Justice,George Godwin,Carolyn Boyes-Watson,1956,2018-03-08,,"9781538106914, 1538106914",277,473,,"Crime and Justice offers a comprehensive introduction to the U.S criminal justice system through fifteen historical and contemporary case studies. The third edition has been revised and streamlined throughout, featuring new material on race, the war on drugs, police violence, “stand your ground” laws and gun laws, and more. Each chapter opens with an engaging case study followed by an explanatory chapter that teaches core concepts, key terms, and critical issues. The cases serve multiple learning objectives: illustrating concepts applied in real life; exploring sociological issues of race, class, gender, and power; and teaching students the law and processes of the justice system. Crime and Justice is excellent for any course that introduces students to the criminal justice system. A complimentary Instructor’s Manual and Test Bank are available, as well as an open-access Companion Website for students that includes interactive flashcards, links to online video and media, and other learning material. Visit http://textbooks.rowman.com/boyes-watson3e or email textbooks@rowman.com for more information.",Watts & Co,Rowman & Littlefield,Crime,Social Science,Hardback,101362,,Lending,http://books.google.com/books/content?id=rvdIDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,35.28,GoogleBooks
Crime and Social Action,Crime and Justice,George Godwin,Carolyn Boyes-Watson,1956,2018-03-08,,"9781538106914, 1538106914",277,473,,"Crime and Justice offers a comprehensive introduction to the U.S criminal justice system through fifteen historical and contemporary case studies. The third edition has been revised and streamlined throughout, featuring new material on race, the war on drugs, police violence, “stand your ground” laws and gun laws, and more. Each chapter opens with an engaging case study followed by an explanatory chapter that teaches core concepts, key terms, and critical issues. The cases serve multiple learning objectives: illustrating concepts applied in real life; exploring sociological issues of race, class, gender, and power; and teaching students the law and processes of the justice system. Crime and Justice is excellent for any course that introduces students to the criminal justice system. A complimentary Instructor’s Manual and Test Bank are available, as well as an open-access Companion Website for students that includes interactive flashcards, links to online video and media, and other learning material. Visit http://textbooks.rowman.com/boyes-watson3e or email textbooks@rowman.com for more information.",Watts & Co,Rowman & Littlefield,Crime,Social Science,Hardback,101363,,Reference,http://books.google.com/books/content?id=rvdIDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,35.28,GoogleBooks
"Euclids, Archimedes,Apollonius of Perga, Nicomachus Gerasa",Apollonius of Perga's Conica,Britannica Encyclopedia,Michael N. Fried,1952,2001,,"9004119779, 9789004119772",,516,"The 13 books, the works of Archimedes: Conics: Introduction to Arithmetic","This volume contains a historically sensitive analysis and interpretation of Apollonius of Perga's Conica, one of the greatest works of Hellenistic mathematics. It provides a long overdue alternative to H. G. Zeuthen's ""Die Lehre von den Kogelschnitten im Altertum.""",Published with the Editorial advice of the faculties of the University of Chicago,BRILL,,History,,101799,,Reference,http://books.google.com/books/content?id=kBqxawqOmgcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,35.18,GoogleBooks
The Lee Way to Public Speaking,The Quarterly Journal of Public Speaking,John A Lee,,1965,1917,,UOM:39015059398324,122,426,,,Collins,,Oratory,Elocution,Hardback,106357,,Lending,http://books.google.com/books/content?id=FhA5AAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,35,GoogleBooks
The Lee Way to Public Speaking,The Quarterly Journal of Public Speaking,John A Lee,,1965,1917,,UOM:39015059398324,122,426,,,Collins,,Oratory,Elocution,Hardback,101948,,Reference,http://books.google.com/books/content?id=FhA5AAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,35,GoogleBooks
Rocks and Waves: an Image of Reality,Rocks in Motion,Bruce Robertson,Pawe? L. Polkowski,1989,2024-08-31,,"9781789259766, 1789259762",267,338,,"First, fully illustrated, presentation of a large but generally little known assemblage of petroglyphic rock art from the Western Desert of Egypt. Rock art in Dakhleh was produced for perhaps as long as 10 millennia, resulting in the formation of hundreds of sites displaying thousands of images. In some places, petroglyphs form a true melting pot of iconographic creations, elsewhere only isolated depictions appear on rock surfaces. Various rock art traditions, from prehistoric, through pharaonic, Graeco-Roman, and mediaeval, have all added to a tremendous variety of petroglyphs, their formal traits and subject matter. This book is the first ever monograph on Dakhleh Oasis rock art, providing both an introduction to the versatile topic as well as an overview of the current state of research. It is designed as a collection of essays that deal with specific aspects of the research. The reader is offered here not only old and new documentation, much of it previously unpublished, but also a great deal of innovative interpretation. All chapters, although devoted to different case studies, revolve around an all-encompassing concept of landscape of motion. It is argued here that rock art, regardless of its date of origin, was (and is) always involved in certain dynamic contexts. In Dakhleh, the majority of petroglyphs – especially during historical periods – were produced in spatial contexts of paths and routes, and thus by people on the move. It is argued here that various kinds of movement were often a significant factor contributing to the meaning and function of the images. The intention of this book is to explore and unveil such contexts, which may prove somewhat elusive if we focus our analyses exclusively on the representational aspects of rock art. Such a type of integration of rock art, landscape and motion is the major aim of this work, and has hopefully been achieved by merging perspectives and concepts derived from Egyptology, Anthropology, and other social sciences.",Mangawhai Press,Oxbow Books,Philosophy,Social Science,Paperback,102954,,Lending,http://books.google.com/books/content?id=B_8XEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,35,GoogleBooks
Paul & Hellenism,Paul and Jesus,Hyam Maccoby,James D. Tabor,1991,2012-11-13,0334034854,"9781439134986, 1439134987",,320,,"In this “compulsively readable exploration of the tangled world of Christian origins” (Publishers Weekly), religious historian James Tabor illuminates the earliest years of Jesus’ teachings before Paul shaped them into the religion we know today. This fascinating examination of the earliest years of Christianity reveals how the man we call St. Paul shaped Christianity as we know it today. Historians know almost nothing about the two decades following the crucifixion of Jesus, when his followers regrouped and began to spread his message. During this time Paul joined the movement and began to preach to the gentiles. Using the oldest Christian documents that we have—the letters of Paul—as well as other early Chris­tian sources, historian and scholar James Tabor reconstructs the origins of Christianity. Tabor shows how Paul separated himself from Peter and James to introduce his own version of Christianity, which would continue to develop independently of the message that Jesus, James, and Peter preached. Paul and Jesus illuminates the fascinating period of history when Christianity was born out of Judaism.",ScM Press Ltd,Simon and Schuster,Theology,Religion,,104831,,Lending,http://books.google.com/books/content?id=71q1auaqNSkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,34.9,GoogleBooks
Tradition & Revolt,Tradition and Reflection,Anderson Warnock,Wilhelm Halbfass,1951,1991-01-01,,"0791403629, 9780791403624",,440,,"This book examines, above all, the relationship between reason and Vedic revelation, and the philosophical responses to the idea of the Veda. It deals with such topics as dharma, karma and rebirth, the role of man in the universe, the motivation and justification of human actions, the relationship between ritual norms and universal ethics, and reflections on the goals and sources of human knowledge. Halbfass presents previously unknown materials concerning the history of sectarian movements, including the notorious Thags (thaka), and relations between Indian and Iranian thought. The approach is partly philosophical and partly historical and philological; to a certain extent, it is also comparative. The author explores indigenous Indian reflections on the sources, the structure and the meaning of the Hindu tradition, and traditional philosophical responses to social and historical realities. He does not deal with social and historical realities per se; rather, basing his work on the premise that to understand these realities the reflections and constructions of traditional Indian theorists are no less significant than the observations and paradigms of modern Western historians and social scientists, he explores the self-understanding of such leading thinkers as Sankara, Kumarila, Bhartrhari and Udayana.",,SUNY Press,,Religion,,106347,,Lending,http://books.google.com/books/content?id=titg6iWPc1MC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,34.9,GoogleBooks
Bhagavad Gita 1st Edition,Bhagavad Gita,K. Veeramani,Swami Gambhirananda,2001,,,"9788175059115, 8175059117",,464,Myth or Mirage,"The commentary of Shankara on the Gita is regarded as an outstanding specimen of Indian scholarship. The translator has accomplished his task in a most praiseworthy manner by giving a faithful translation, without in any way detracting from the strength or clarity of the original commentary. The inclusion of a ‘word index’ of the entire text has added to the worth of the book.",,"Advaita Ashrama (A publication branch of Ramakrishna Math, Belur Math)",Mythology,Religion,,103857,,Reference,http://books.google.com/books/content?id=PdpwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,34.83,GoogleBooks
The Bible and its Background: (Vol. 1),The Bible Record,Archibald Robertson,,1942,1910,,HARVARD:AH3RBD,119,482,,,Watts & Co.,,Biblical Studies,Bible,Hardback,102907,,Reference,http://books.google.com/books/content?id=KIgfAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,34.82,GoogleBooks
The Marvels and Mysteries of Science,The Land of Light,Ellison Hawks,Hilton Hotema,1941,2018-12-05,,"9781789126501, 1789126509",512,383,,"In The Land of Light, which was first published in 1959, Professor Hilton Hotema has correlated all of the various interpretations of the works on the Tarot into one harmonious whole. Hotema says a true decipherment of the Tarot Symbolism must conform to the principles of the Ageless Wisdom of the Ancient Masters as preserved in the symbology and allegory contained in the Christian Bible and in other ancient scriptures, otherwise the interpretation will fail to agree with the teachings of the Masters who originated and designed the Major Arcana. The 78 Tarot Cards are fully illustrated. The Ancient Tarot was the oldest Bible on earth, and an interpretation of its mysterious symbolism reveals the Cosmic Phenomena that was presented to the Neophyte in the Sacred Drama of the Initiation in the Ancient Mysteries which included the strangest mysteries of Life, such as Reincarnation, Resurrection and Eternal Life. Hotema with his penetrating pen and wisdom clearly shows you secrets you have not known before. “Hotema’s folios astound me with the information they reveal.”—T. P. McG., N.Y. “We consider Prof. Hotema one of the world’s greatest teachers.”—Grant E. Hockens, N.Y. “We are slowly and gradually led into the realm of genius, and shown the answers to many profound anthropological and psychological problems that have perplexed the best scholars for ages. It was left for the mind of Prof. Hotema to correlate and analyze all existing data, as well as to decode the symbols and allegories of the Ancient Masters, and to reach and explain the facts and conclusions which are of immense value to mankind, both new and in the future. The interpretation of the ancient Tarot symbolism is a great work, possibly his greatest [...]”—Wm. C. Lloyd, Burlington, N.C. “Hotema is a thinker far above the best scientists, for he is not afraid to oppose them and show where they are wrong.”—A. F., California",Odhams Press,Pickle Partners Publishing,Science,Religion,Hardback,,,Reference,http://books.google.com/books/content?id=ZlekDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,34.78,GoogleBooks
Origins of Classical Liberalism,Origins and Doctrine of Fascism,George H. Smith,Giovanni Gentile,2004,2017-07-05,,"9781351501033, 1351501038",NaN,172,,"Giovanni Gentile (1875-1944) was the major theorist of Italian fascism, supplying its justifi cation and rationale as a developmental form of dictatorship for status-deprived nations languishing on the margins of the Great Powers. Gentile's ""actualism"" (as his philosophy came to be called) absorbed many intellectual currents of the early twentieth century, including nationalism, syndicalism, and futurism. He called the individual to an idealistic ethic of obedience, work, self-sacrifi ce, and national community in a dynamic rebellion against the perceived impostures of imperialism. This volume makes available some of his more signifi cant writings produced shortly before and after the Fascist accession to power in Italy.",Aristotle's Books,Routledge,Liberalism / History,Political Science,,101297,,Lending,http://books.google.com/books/content?id=HiExDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,34.78,GoogleBooks
Ever Since Darwin,Ever After,Stephen Gould,Graham Swift,1978,2019-07-11,,"9781471187414, 1471187411",,290,,"FROM THE BESTSELLING AUTHOR OF LAST ORDERS AND MOTHERING SUNDAY, reissued for the first time in Scribner Bill Unwin, an academic of dubious status, has never recovered from the death of his famous actress wife and is now convalescing from a recent brush with his own mortality. He has two tales to tell. One, spanning post-war Paris, 1950s Soho and contemporary sexual and scholarly entanglements, surveys the muddle of his own life. The other, drawn from the notebooks of a Victorian ancestor, is the very different story of Matthew Pearce, a serious-minded man whose happiness is destroyed by his compulsive search for truth. Bill’s recollections of his beautiful wife, his wayward mother and his philandering stepfather, his wry reflections on his present plight and his unexpected bond with the forgotten Matthew combine to form a potent and moving mental quest. Embracing two centuries and a host of subjects—from ballet dancers and prehistoric beasts to the bewildering persistence of love—it asks nothing less than the eternal question: ‘Why should things matter?’ ‘A perfect piece of literary art’ The Spectator ‘Masterfully done’ Washington Post",,Simon and Schuster,,Fiction,,101416,,Reference,http://books.google.com/books/content?id=vjSZDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,34.73,GoogleBooks
Old Tesament Legends for young Readers,Old Testament Legends,F J Gould,F. H. Marshall,1917,2016-02-04,,"9781316509630, 131650963X",,205,,"First published in 1925, this book provides a selection from a previously unpublished work on Genesis and Exodus by the Medieval Greek poet Georgios Chumnos. The selection was taken from a British Museum manuscript, and illustrations from this manuscript are included. The text is presented in the original Greek, alongside a facing-page English metrical translation. A detailed editorial introduction, notes and a glossary are also provided. This book will be of value to anyone with an interest in Medieval Greek poetry and European literature.",,Cambridge University Press,Religion,Religion,,101414,,Reference,http://books.google.com/books/content?id=99jrCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,34.72,GoogleBooks
Cobbet's Legacy to Parsons,Cobbett's Weekly Register,William Cobbett,,1835,1835,,HARVARD:32044106508815,127,428,,,Watts & Co.,,Christianity / Politics,Great Britain,Hardback,100830,,Reference,,34.62,GoogleBooks
The Buddha & his Dhamma,The Buddha,Baba Ambedkar,John Strong,1992,2009-03-01,,"9781780740546, 1780740549",,187,History / India,"Revealing the man behind the icon. From his many births to his deathbed deeds, this authoritative biography unites the Buddha of history with the Buddha of legend in a bid to reveal the lasting spiritual relevance at the heart of the Buddhist tradition. Acclaimed scholar John Strong examines not only the historical texts, but also the supernatural accounts that surround this great religious figure, uncovering the roots of many Buddhist beliefs and practices. Accompanied by helpful charts and tables, and drawing on a vast array of primary sources, the text also features such key topics as: biographical accounts from all the Buddhist schools, an analysis of the Buddha’s enlightenment, the life of the Buddha as depicted by Buddhist art and rituals, and the relics of Siddhartha Gautama, and how they continue his story, even after his lifetime.",Gov't of Maharashtra,Simon and Schuster,India,Religion,,101790,,Reference,http://books.google.com/books/content?id=Whq9DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,34.53,GoogleBooks
"Modern Introduction to Psychology, A.",A History of Modern Psychology,Rex & Margaret Knight,Per Saugstad,1961,2018-11-08,,"9781107109896, 1107109892",272,575,,"This textbook presents an engaging and global history of psychological science, from the birth of the field to the present.",University Tutorial Press Ltd.,Cambridge University Press,Psychology,Psychology,Hardback,104573,,Lending,http://books.google.com/books/content?id=aZVuDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,34.33,GoogleBooks
One Hundred Men Who Moved the World,One Hundred Choice Selections,Joseph McCabe,Phineas Garrett,1931,1912,,OSU:32435083874875,NaN,248,,,Haldeman-Julius,,Biographies,Anthologies,Hardback,103359,,Reference,http://books.google.com/books/content?id=k9ZCAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,34.29,GoogleBooks
Myths and Legends :,Celtic Myths and Legends,Vic Parker,T. W. Rolleston,2006,1990-11-01,9781842636806,"0486265072, 9780486265070",,534,Fascinating facts about the origin and evolution of mythology,"Masterful retelling of Irish and Welsh stories and tales, including Cuchulain, King Arthur, Deirdre, the Grail, and many more. First paperback edition. 58 full-page illustrations and 18 figures.",miles Kelly publishing essex,Courier Corporation,Creation mythology,Social Science,,106640,,Lending,http://books.google.com/books/content?id=4CUS2j5fw-QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,34.17,GoogleBooks
Freedom Versus Organisation 1776-1914,Freedom Burning,Bertrand Russell,Richard Huzzey,1965,2012-09-15,,"9780801465376, 0801465370",247,320,,"After Britain abolished slavery throughout most of its empire in 1834, Victorians adopted a creed of ""anti-slavery"" as a vital part of their national identity and sense of moral superiority to other civilizations. The British government used diplomacy, pressure, and violence to suppress the slave trade, while the Royal Navy enforced abolition worldwide and an anxious public debated the true responsibilities of an anti-slavery nation. This crusade was far from altruistic or compassionate, but Richard Huzzey argues that it forged national debates and political culture long after the famous abolitionist campaigns of William Wilberforce and Thomas Clarkson had faded into memory. These anti-slavery passions shaped racist and imperialist prejudices, new forms of coerced labor, and the expansion of colonial possessions.In a sweeping narrative that spans the globe, Freedom Burning explores the intersection of philanthropic, imperial, and economic interests that underlay Britain's anti-slavery zeal— from London to Liberia, the Sudan to South Africa, Canada to the Caribbean, and the British East India Company to the Confederate States of America. Through careful attention to popular culture, official records, and private papers, Huzzey rewrites the history of the British Empire and a century-long effort to end the global trade in human lives.",Unwin Books,Cornell University Press,History,History,Paperback,103542,,Lending,http://books.google.com/books/content?id=AQfj3obQaTcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,34.16,GoogleBooks
Freedom Versus Organisation 1776-1914,Freedom Burning,Bertrand Russell,Richard Huzzey,1965,2012-09-15,,"9780801465376, 0801465370",247,320,,"After Britain abolished slavery throughout most of its empire in 1834, Victorians adopted a creed of ""anti-slavery"" as a vital part of their national identity and sense of moral superiority to other civilizations. The British government used diplomacy, pressure, and violence to suppress the slave trade, while the Royal Navy enforced abolition worldwide and an anxious public debated the true responsibilities of an anti-slavery nation. This crusade was far from altruistic or compassionate, but Richard Huzzey argues that it forged national debates and political culture long after the famous abolitionist campaigns of William Wilberforce and Thomas Clarkson had faded into memory. These anti-slavery passions shaped racist and imperialist prejudices, new forms of coerced labor, and the expansion of colonial possessions.In a sweeping narrative that spans the globe, Freedom Burning explores the intersection of philanthropic, imperial, and economic interests that underlay Britain's anti-slavery zeal— from London to Liberia, the Sudan to South Africa, Canada to the Caribbean, and the British East India Company to the Confederate States of America. Through careful attention to popular culture, official records, and private papers, Huzzey rewrites the history of the British Empire and a century-long effort to end the global trade in human lives.",Unwin Books,Cornell University Press,History,History,Paperback,103543,,Reference,http://books.google.com/books/content?id=AQfj3obQaTcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,34.16,GoogleBooks
An Outline of the Development of Science,An Introduction to the Historiography of Science,Mansel Davies,Helge Kragh,1947,1987,,"0521389216, 9780521389211",214,248,,"This book introduces the methodological and philosophical problems with which modern history of science is concerned, offering a comprehensive and critical review through description and evaluation of significant historiographical viewpoints. Incorporating discussion of key problems in general historical writing, with examples drawn from a range of disciplines, this non-elementary introduction bridges the gap between general history and history of science. Following a review of the early development of the history of science, the theory of history as applied to science history is introduced, examining the basic problems which this generates, including problems of periodisation, ideological functions, and the conflict between diachronical and anachronical historiography. Finally, the book considers the critical use, and analysis, of historical sources, and the possibility of the experiemental reconstruction of history. Aimed primarily at students, the book's broad scope and integration of historical, philosophical and scientific matters will interest philosophers, sociologists and general historians, for whom there is no alternative introduction to the subject at this level.",Watts & Co,Cambridge University Press,Science / History,Science,Hardback,102615,,Lending,http://books.google.com/books/content?id=OX7d7u_2rF4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,33.85,GoogleBooks
An Outline of the Development of Science,An Introduction to the Historiography of Science,Mansel Davies,Helge Kragh,1947,1987,,"0521389216, 9780521389211",214,248,,"This book introduces the methodological and philosophical problems with which modern history of science is concerned, offering a comprehensive and critical review through description and evaluation of significant historiographical viewpoints. Incorporating discussion of key problems in general historical writing, with examples drawn from a range of disciplines, this non-elementary introduction bridges the gap between general history and history of science. Following a review of the early development of the history of science, the theory of history as applied to science history is introduced, examining the basic problems which this generates, including problems of periodisation, ideological functions, and the conflict between diachronical and anachronical historiography. Finally, the book considers the critical use, and analysis, of historical sources, and the possibility of the experiemental reconstruction of history. Aimed primarily at students, the book's broad scope and integration of historical, philosophical and scientific matters will interest philosophers, sociologists and general historians, for whom there is no alternative introduction to the subject at this level.",Watts & Co,Cambridge University Press,Science / History,Science,Hardback,101039,,Reference,http://books.google.com/books/content?id=OX7d7u_2rF4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,33.85,GoogleBooks
The Religion of a Darwinist,Living with Darwin,Sir Arthur Keith,Philip Kitcher,1925,2009-04-28,,"9780195384345, 0195384342",76,209,,Those who believe in intelligent design and those who look to Darwin and science to understand the world are opponents in one of the major schisms of out time. Why does this debate continue to rage given that the scientific concensus in favour of Darwin is overwhelming? This text seeks to answer this question.,Watts London,Oxford University Press,Evolution,Philosophy,Hardback,101820,,Reference,http://books.google.com/books/content?id=oG4SDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,33.68,GoogleBooks
"Evolution of Man, The (Vol 1)",The Evolution of Medical Genetics,Ernst Haeckel,Peter Harper,1910,2019-10-08,,"9781000693263, 1000693260",351,362,,"This informative new book presents an accessible account of the development of medical genetics over the past 70 years, one of the most important areas of 20th, and now 21st, century science and medicine. Based largely on the author’s personal involvement and career as a leader in the field over the last half century, both in the UK and internationally, it draws on his interest and involvement in documenting the history of medical genetics. Underpinning the content is a unique series of 100 recorded interviews undertaken by the author with key older workers in the field, the majority British, providing invaluable information going back to the very beginnings of human and medical genetics. Focusing principally on medically relevant areas of genetics rather than the underlying basic science and technological aspects, the book offers a fascinating insight for those working and training in the field of clinical or laboratory aspects of medical genetics, genomics and allied areas; it will also be of interest to historians of science and medicine and to workers in the social sciences who are increasingly attracted by the social and ethical challenges posed by modern medical genetics and genomics.",Watts & Co,CRC Press,Anthropology,Medical,Hardback,104665,,Reference,http://books.google.com/books/content?id=E2WzDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,33.55,GoogleBooks
"Evolution of Man, The (Vol 1)",The Evolution of Medical Genetics,Ernst Haeckel,Peter Harper,1906,2019-10-08,,"9781000693263, 1000693260",177,362,,"This informative new book presents an accessible account of the development of medical genetics over the past 70 years, one of the most important areas of 20th, and now 21st, century science and medicine. Based largely on the author’s personal involvement and career as a leader in the field over the last half century, both in the UK and internationally, it draws on his interest and involvement in documenting the history of medical genetics. Underpinning the content is a unique series of 100 recorded interviews undertaken by the author with key older workers in the field, the majority British, providing invaluable information going back to the very beginnings of human and medical genetics. Focusing principally on medically relevant areas of genetics rather than the underlying basic science and technological aspects, the book offers a fascinating insight for those working and training in the field of clinical or laboratory aspects of medical genetics, genomics and allied areas; it will also be of interest to historians of science and medicine and to workers in the social sciences who are increasingly attracted by the social and ethical challenges posed by modern medical genetics and genomics.",Watts & Co,CRC Press,Anthropology,Medical,Paperback,101463,,Reference,http://books.google.com/books/content?id=E2WzDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,33.55,GoogleBooks
Black Cat in a Dark Room,How to Find a Black Cat in a Dark Room,Peter Joyce,Jacob Burak,,2017-10-17,,"9781786780973, 1786780976",,254,The futile search for God,"An inquiry into what it is about our experiences and cultures that brings out the differences and reveals the similarities in us as humans beings, in the vein of Malcolm Gladwell and Daniel Kahneman. Jacob Burak is on a quest to answer the question “are we as human beings, who are separated by different cultures and experiences, similar or different?” Through the lens of behavioural studies, we see how, while our approaches differ and often conflict, we all strive for similar things: love, acceptance, power and understanding. How to Find a Black Cat in a Dark Room offers the latest scientific studies of human behaviour alongside accessible anecdotes to examine the universal human experiences of comparing ourselves to others, the need to belong, the urge to achieve and the anxiety and uncertainty of life itself. More importantly, Burak shows us how, in understanding these behavioural patterns, we learn that we are actually more alike than we are different; that our rivals often make us stronger; and that being trusting can help us live longer. With his inquisitive nature, logical thinking and engaging style, Burak examines whether it is destiny or personality that controls our lives, through intriguing subjects such as: • What are the ten rules for happiness that are entirely under our control? • Why do smart people make stupid mistakes? • What distinguishes bureaucrats and entrepreneurs? • What are the psychological differences between liberals and conservatives? • In what circumstances is it right to surrender our privacy? • Does it pay to trust people?",,Watkins Media Limited,,Psychology,,104245,,,http://books.google.com/books/content?id=bwkEDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,33.52,GoogleBooks
The Story of Religion in England,The Stripping of the Altars,Brooke Herford,Eamon Duffy,1920,2005-05-28,,"9780300197761, 0300197764",398,772,,"This prize-winning account of the pre-Reformation church recreates lay people’s experience of religion in fifteenth-century England. Eamon Duffy shows that late medieval Catholicism was neither decadent nor decayed, but was a strong and vigorous tradition, and that the Reformation represented a violent rupture from a popular and theologically respectable religious system. For this edition, Duffy has written a new Preface reflecting on recent developments in our understanding of the period. From reviews of the first edition: “A magnificent scholarly achievement [and] a compelling read.”—Patricia Morrison, Financial Times “Deeply imaginative, movingly written, and splendidly illustrated. . . . Duffy’s analysis . . . carries conviction.”—Maurice Keen, New York Review of Books “This book will afford enjoyment and enlightenment to layman and specialist alike.”—Peter Heath, Times Literary Supplement “[An] astonishing and magnificent piece of work.”—Edward T. Oakes, Commonweal",Sunday School Association,Yale University Press,History / England,Religion,Hardback,101538,,Reference,http://books.google.com/books/content?id=eIoNAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,33.48,GoogleBooks
Legal Abortion in New Zealand,Legal Abortion: the English Experience,Wayne A P Facer,Anthony Hordern,1977,1971,,UVA:X000029599,40,348,,,NZ Rationalist Association,Pergamon,Abortion,Social Science,Paperback,101200,,Lending,http://books.google.com/books/content?id=W8QnAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,33.45,GoogleBooks
Legal Abortion in New Zealand,Legal Abortion: the English Experience,Wayne A P Facer,Anthony Hordern,1977,1971,,UVA:X000029599,40,348,,,NZ Rationalist Association,Pergamon,Abortion,Social Science,Paperback,101209,,Reference,http://books.google.com/books/content?id=W8QnAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,33.45,GoogleBooks
The Story of the Rationalist Press Association,The Natural History of Religion,Adam Gowans Whyte,David Hume,1949,1957,,"0804703337, 9780804703338",,84,,Originally published in London in 1956 by A. and C. Black Ltd.,,Stanford University Press,Rationalism,Religion,,104453,,Lending,http://books.google.com/books/content?id=6mgpp1DrqnsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,33.44,GoogleBooks
Encounter With Evil,Encounter A Place Apart,Lloyd Geering,Paul Grout,1986,2018-01-08,0959772650,"9781532633379, 1532633378",,197,,"If you think that Jesus might have had something significant to say related to the well-being of the human race, this book is for you. If you think that Jesus’ purpose was to get people into heaven after they died, this book is not for you. Actually, maybe it is, but you may not like it. Through individual and group encounters and thought-provoking questions, through poetry, prayers, icons, and meditation exercises, this companion for the warrior mystic monk seeks to guide the reader into an encounter with the life force that holds together and flows through all creation. This guide is intended for those who believe that Jesus began something central to the well-being of humanity and all creation, which has become almost lost within the institution of religion. Many who are embracing this emerging spiritual awakening remain within the church. The church continues to be family. At the same time, one’s primary spiritual community is made up of those who are seeking awakening whether they are inside or outside of a religious institution.",McKenzie Thornton cooper Ltd Wellington,Wipf and Stock Publishers,Theology,Religion,,106308,,Lending,http://books.google.com/books/content?id=bPBGDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,33.4,GoogleBooks
The Book of Random,The Book of Random Tables,W Ross,Matt Davids,1900,2020,,"1952089050, 9781952089053",,0,,,,,,,,104518,,Reference,,33.33,GoogleBooks
Father & Son,Father Sergius,Edmunde Gosse,Leo Tolstoy,1963,2022-09-28,,"9783368304997, 3368304992",,74,,Reproduction of the original.,Norton Library,BoD – Books on Demand,Theology,Fiction,,101393,,Lending,http://books.google.com/books/content?id=UNOPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,33.17,GoogleBooks
The Lateral Truth,The True Grasses,Rebecca Bradley,Eduard Hackel,2007,1890,,HARVARD:32044106389232,,252,an apostates Bible Stories,,,,,Grasses,,104661,,Lending,http://books.google.com/books/content?id=H7wUAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,33.14,GoogleBooks
